etajdt_case, Azwjdt, cosh, 1, cosÉ∆, cos2É∆, cos3É∆, cos4É∆, cos5É∆, cos6É∆, cos7É∆, etajdtA
1028, 105.423368728092, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1029, 139.092717296992, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1030, 167.951279546963, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1031, -162.118665365745, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1032, -145.982439747779, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1033, -130.772556147961, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1034, -28.4036061099088, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.88435926510616
1035, -12.9850756435332, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.886153959937005
1036, 2.72149530674778, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.862849410333327
1037, 29.0318925231103, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.620213499101713
1038, 52.6024959958609, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.332241674986061
1039, 82.9233687280915, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.0575735666853271
1040, 116.592717296992, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1041, 145.451279546963, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1042, 175.381334634255, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1043, -168.482439747779, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1044, -153.272556147961, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1045, -50.9036061099088, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.858841463607773
1046, -35.4850756435332, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.86896225952457
1047, -19.7785046932522, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.858322414453898
1048, 6.53189252311031, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.677049576946629
1049, 30.1024959958609, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.457497841497891
1050, 60.4233687280915, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.227441442808249
1051, 94.0927172969924, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1052, 122.951279546963, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1053, 152.881334634255, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1054, 169.017560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1055, -175.772556147961, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1056, -73.4036061099088, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.600084173576695
1057, -57.9850756435332, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.811531186282239
1058, -42.2785046932522, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.815804106136622
1059, -15.9681074768897, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.662582455858215
1060, 7.60249599586092, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.513412136092493
1061, 37.9233687280915, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.355134124559784
1062, 71.5927172969924, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.16047765495552
1063, 100.451279546963, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1064, 130.381334634255, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1065, 146.517560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1066, 161.727443852039, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1067, -95.9036061099088, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1068, -80.4850756435332, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.348877855897191
1069, -64.7785046932522, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.597392205933668
1070, -38.4681074768897, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.570929104729632
1071, -14.8975040041391, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.502710031437065
1072, 15.4233687280915, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.425922379942433
1073, 49.0927172969924, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.324822041221414
1074, 77.9512795469625, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.152230977730913
1075, 107.881334634255, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1076, 124.017560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1077, 139.227443852039, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1078, -118.403606109909, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1079, -102.985075643533, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1080, -87.2785046932522, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.0755449786689623
1081, -60.9681074768897, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.379469198635858
1082, -37.3975040041391, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.424525158884863
1083, -7.07663127190847, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.436986573413225
1084, 26.5927172969924, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.431675164255221
1085, 55.4512795469625, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.396547444500341
1086, 85.3813346342555, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.121501899105485
1087, 101.517560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1088, 116.727443852039, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1089, -140.903606109909, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1090, -125.485075643533, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1091, -109.778504693252, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1092, -83.4681074768897, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.0927424448156729
1093, -59.8975040041391, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.277271925891923
1094, -29.5766312719085, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.388338836281881
1095, 4.09271729699242, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.474709929019738
1096, 32.9512795469625, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.554182446096759
1097, 62.8813346342555, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.604990091174362
1098, 79.017560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.390268678288305
1099, 94.2274438520394, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1100, -163.403606109909, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1101, -147.985075643533, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1102, -132.278504693252, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1103, -105.96810747689, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1104, -82.3975040041391, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.0746971832011268
1105, -52.0766312719085, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.280879540476802
1106, -18.4072827030076, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.454694214411895
1107, 10.4512795469625, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.62480956775448
1108, 40.3813346342555, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.809919832975083
1109, 56.517560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.817031131998532
1110, 71.7274438520394, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.641298009566416
1111, 174.096393890091, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1112, -170.485075643533, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1113, -154.778504693252, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1114, -128.46810747689, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1115, -104.897504004139, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1116, -74.5766312719085, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.123860663944636
1117, -40.9072827030076, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.370991369105755
1118, -12.0487204530375, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.622324192539919
1119, 17.8813346342555, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.854292927797168
1120, 34.017560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.868857304799704
1121, 49.2274438520394, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.861506478771555
1122, 151.596393890091, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1123, 167.014924356467, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1124, -177.278504693252, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1125, -150.96810747689, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1126, -127.397504004139, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1127, -97.0766312719085, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1128, -63.4072827030076, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.225813845772172
1129, -34.5487204530375, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.546033212458772
1130, -4.61866536574455, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.858955894247197
1131, 11.517560252221, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.884359265106161
1132, 26.7274438520394, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.886153959937005
1133, 129.096393890091, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1134, 144.514924356467, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1135, 160.221495306748, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1136, -173.46810747689, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1137, -149.897504004139, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1138, -119.576631271908, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1139, -85.9072827030076, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.0365259940161508
1140, -57.0487204530375, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.381815706624162
1141, -27.1186653657445, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.844950481537277
1142, -10.982439747779, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.884596674070491
1143, 4.2274438520394, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.890669875848513
1144, 106.596393890091, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1145, 122.014924356467, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1146, 137.721495306748, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1147, 164.03189252311, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1148, -172.397504004139, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1149, -142.076631271908, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1150, -108.407282703008, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1151, -79.5487204530375, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.132504354605542
1152, -49.6186653657445, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.75561928094533
1153, -33.482439747779, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.869211006313049
1154, -18.2725561479606, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.892377947050709
1155, 84.0963938900912, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.241851673164001
1156, 99.5149243564668, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1157, 115.221495306748, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1158, 141.53189252311, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1159, 165.102495995861, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1160, -164.576631271908, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1161, -130.907282703008, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1162, -102.048720453037, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1163, -72.1186653657445, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.437853431991956
1164, -55.982439747779, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.820662940846984
1165, -40.7725561479606, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.869813024652955
1166, 61.5963938900912, 0.999927965194223, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.805760497306012
1167, 77.0149243564668, 0.915435031932259, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.459760393981152
1168, 92.7214953067478, 0.666230676096435, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1169, 119.03189252311, 0.341665799182358, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1170, 142.602495995861, 0.23641266566412, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1171, 172.923368728092, 0.1955554299612, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1172, -153.407282703008, 0.214035015451868, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1173, -124.548720453037, 0.3069066456076, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1174, -94.6186653657445, 0.633465372381997, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0
1175, -78.482439747779, 0.897630356782054, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.407156616897239
1176, -63.2725561479606, 0.998734860018288, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.787834493953387
1177, -53.9749614789376, 1, 0, 2.392, 0, -3.8636, 0, 3.7568, 0, -1.3952, 0.851222439480684